text,published,source,sentiment
SIAPA PUN PELATIHNYA HARUS KUAT2 MENTAL SAMA NETIZEN2 DAN PUNDIT2 YANG KALO KALAH BAKAL DIHUJAT BERIBU2 KOMEN DI MEDSOS 😂😂😂😂,2025-12-20T09:44:30Z,Youtube,Neutral
Harus yg meledak2 di ruang ganti seperti Pep Atw SIR ALEX,2025-12-20T08:05:31Z,Youtube,Positive
"#JOHNHERDMANOUT
 
  latihan dulu kawan",2025-12-20T20:53:36Z,Youtube,Negative
Ga ada suaranya bung,2025-12-20T07:35:11Z,Youtube,Neutral
"soft spoken bung..😂
 terkait federasi..hmm..yakin bahwa timnas tak meyakinkan!!",2025-12-20T11:55:40Z,Youtube,Negative
PUL AU777jadi tempat paling sering bikin aku MAXWIN!,2025-12-20T09:09:35Z,Youtube,Neutral
HAHAHA KASIHAN JUNJUNGAN NYA GK DITUNJUK JADI PELATIH,2025-12-20T13:53:12Z,Youtube,Negative
Semoga john herdman tidak tepuk jidat jika lihat kualitas sepak bola indonesia 😂😂😂 liga belum profesional klub masih minim fasilitas khususnya pemain lokal yang lari 15 menit udah capek,2025-12-20T13:18:09Z,Youtube,Negative
Belum apa2 udah setinggi langit pujiannya....ngelatih aja belom...kerja dulu bung....,2025-12-20T11:34:34Z,Youtube,Negative
"Semoga bisa, ini Asia soalnya pelatih terkenal aja kurang beruntung. Persaingannya sangat ketat. Udah kaya Eropa. Kalau Amerika mah kurang greget.",2025-12-20T08:35:31Z,Youtube,Neutral
Adioss,2025-12-20T10:42:34Z,Youtube,Neutral
"INI MAH BAKAL DI BANTAI ""ARUL"" SI TEMENNYA ANDREE",2025-12-20T08:08:19Z,Youtube,Negative
mic nya noise bung,2025-12-21T03:13:02Z,Youtube,Neutral
ＧＡ ＲＵ Ｄ Ａ Ｈ ＯＫＩ..menang lebih mudah❤langsung jepe,2025-12-20T09:38:55Z,Youtube,Positive
suaranya kecil,2025-12-20T07:34:20Z,Youtube,Neutral
Saya sangat pesimis bila pelatih dari eropa..bukti timnas nyungsep dan kembali ke masa kegelapan..,2025-12-20T08:46:06Z,Youtube,Negative
"Yg bermasalah federasinya, kalau tulus untuk memajukan sepak mudah mudahan berhasil. Kalau demi elektoral yakin akan gagal. Kemaren terpaut 1 poin lolos langsung pelatih dipecat. Ini nanti kalau popularitas pelatihnya di atas ketum jangan jangan pecat lagi",2025-12-20T11:55:44Z,Youtube,Neutral
"Gw pesimis Timnas bisa ke Pildun
 
 ☕️🔨",2025-12-20T10:00:31Z,Youtube,Negative
Gimana ya kalo McManemy jadi asisten nya herdman,2025-12-21T08:00:46Z,Youtube,Neutral
nama panggilanya JOMAN aja yaaaaa,2025-12-20T09:12:55Z,Youtube,Neutral
"Benar Bung Gak usah Banyak Gimik,Drama,Egois, Itulah Si ET..
 Secepat nya ET OUT",2025-12-20T11:49:15Z,Youtube,Negative
"Punya pengalaman di Asia ga? Kalau tidak mengenal sepakbola Asia akan berat. Harus menunggu dia sadar dulu, posisi kita dimana.",2025-12-20T12:06:45Z,Youtube,Negative
Futsal Indonesia lebih hebat walau tanpa Naturalisasi. Tidak berisik tap Berprestasi di Asia. 😅,2025-12-20T10:03:25Z,Youtube,Negative
"Bukan dr Belanda lg aj dah sdikit lega.... Stidaknya gak lg maksain total football. 
 Selebihnya ya tinggal lihat kinerjanya di Fifa series dan afc Cup kedepan.",2025-12-21T05:40:17Z,Youtube,Neutral
Masih hebatan sisapri donk... Sisapri itu punya 1000 taktik disimpan...😂,2025-12-20T23:23:40Z,Youtube,Negative
Yg menambah gimmic itu bertambah banyak Krn PUNDIT dan pengamat bola yg seumur hidupnya tak pernah main bola di club' pro,2025-12-20T13:40:00Z,Youtube,Neutral
Masih hebatan sisapri donk... Sisapri itu punya 1000 taktik disimpan...😂,2025-12-20T23:23:40Z,Youtube,Negative
Baru 10 menit main di𝓟𝓤𝓛𝓐𝓤777langsung meledak hasilnya.,2025-12-20T09:10:58Z,Youtube,Positive
"Terlalu byk berharap, jgn sampai nntnya kecewa lg boss",2025-12-20T09:37:31Z,Youtube,Negative
percuma pelatih bagus kalau dirusak oleh federasinya sendiri..,2025-12-20T11:40:09Z,Youtube,Neutral
Tunggu aja buktinya,2025-12-20T10:02:05Z,Youtube,Neutral
"jngn asal ngerocos woii jngn sanjung dan hujat terlalu cepat biarkan dia bekerja selama setahun, toh gak ada urgensi cpt selain piala asia jdi orng yng gak tolol ya",2025-12-20T08:36:51Z,Youtube,Neutral
"Gimmick itu bagian dari cara mengkatrol popularitas..
 Entah siapa yg butuh panggung lewat sepakbola...
 Kalian tahu ko...",2025-12-20T08:13:26Z,Youtube,Neutral
Setelah john herdman pengganti nya thomas tuchel formasi yang di pakai 343 lebih top,2025-12-20T07:54:08Z,Youtube,Positive
𝙆𝙞𝙩𝙖 𝙗𝙪𝙠𝙩𝙞𝙠𝙖𝙣 𝙖𝙟𝙖 𝙙𝙪𝙡𝙪 𝙜𝙖 𝙪𝙨𝙖𝙝 𝙗𝙖𝙣𝙮𝙖𝙠 𝙤𝙢𝙤𝙣𝙜 ...,2025-12-21T10:05:56Z,Youtube,Neutral
justinus selalu di kasih panggung sm channel lain.,2025-12-20T10:12:42Z,Youtube,Neutral
suaranya kecil,2025-12-20T07:34:08Z,Youtube,Neutral
peminat terbanyakＧＡ ＲＵ Ｄ Ａ Ｈ ＯＫＩ..di Indonesia❤Bukti nyata psti jepee🥰,2025-12-20T09:38:49Z,Youtube,Neutral
peminat terbanyak ＧＡ ＲＵ Ｄ Ａ Ｈ ＯＫＩ..di Indonesia❤bukan hanya kata tapi nyata menyala 🥰,2025-12-20T09:38:44Z,Youtube,Positive
Terpopuler BAN TE NG HO KI Member baru pasti jepee💛,2025-12-20T09:39:15Z,Youtube,Neutral
Aman terpercaya ＧＡ ＲＵ Ｄ Ａ Ｈ ＯＫＩ...pasti jepee❤,2025-12-20T09:38:41Z,Youtube,Neutral
BAN TE NG HO KI..Semua Member baru pasti jepe💛,2025-12-20T09:38:50Z,Youtube,Neutral
💦ℙ𝕌𝕃𝔸𝕌𝕎𝕀ℕ💦ini sih bikin suasana chill banget 😌,2025-12-20T10:54:09Z,Youtube,Neutral
"Sumpah, konten kayak gini tuh 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 banget.Niat banget editannya, 𝑷𝑼𝑳 𝑨𝑼𝑾𝑰𝑵 approve!",2025-12-20T10:56:08Z,Youtube,Positive
"Sumpah ini videonya calming banget, ＰＵＬＡＵＷＩＮ banget feel-nya.",2025-12-20T10:54:40Z,Youtube,Positive
John herdman,2025-12-20T07:09:40Z,Youtube,Neutral
van budget nya gak masuk,2025-12-21T01:30:40Z,Youtube,Neutral
Mr john mengambil job paling berbahaya di dunia😂,2025-12-21T06:23:41Z,Youtube,Neutral
"Musiknya chill banget, khas P UL A U WI N vibes.",2025-12-20T10:54:34Z,Youtube,Neutral
"Setiap nonton yang calming gini, pasti inget 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝.",2025-12-20T10:56:20Z,Youtube,Neutral
Nanti kalau bagus trus karirnya di cintai masyaraKat pecinta sepakbola indonesia tiba2 ada isu pemecatan 😅😅😅😅😅😅😅,2025-12-20T15:31:41Z,Youtube,Neutral
"Chill abis, suara lo tuh kayak narasi di 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 gitu.",2025-12-20T10:55:39Z,Youtube,Neutral
Kalau jdi pelatih timnas semoga bisa mengangkat pertasi sepak bola indoneasi .kita lihat debut di fifa mathday maret bung,2025-12-20T08:13:14Z,Youtube,Neutral
Kebiasaan orang Indo tuh belum apa2 sudah muji2 giliran ngga sesuai harapan hujat habis2an. Baiknya tunggu kinerjanya dulu seperti apa baru menilai.,2025-12-20T13:53:58Z,Youtube,Neutral
Gak bsa juara aff pecat aja,2025-12-21T00:05:26Z,Youtube,Negative
Masih percaya dengan pembual seperti erick Tohir Arya sinulinga evaluasi pertanggung jawaban aja ngga pernah di laksanakan orang ngga punya tanggung jawab Sabtu 20 Desember 2025 Erick pembual ngga akan membuat timnas Indonesia maju,2025-12-20T10:32:19Z,Youtube,Negative
"Yg banyak gimmick Lo min.sotoy dan merasa paling tau,apa""A1 atau orang dalem,pdhl opini sendiri...cuan...cuan...cuan 😂😂😂",2025-12-20T10:16:30Z,Youtube,Negative
Pundit berisik. Cuma cari viewers,2025-12-20T22:17:38Z,Youtube,Negative
"Siapapun Nama pelatih baru! Bodo amad! 
 Shin taeyong!!!",2025-12-20T13:27:15Z,Youtube,Negative
Yep!! Kerja aje yg bener dah..ambik simpati fans! Kalo lu bisa menang 5 match pertama itu lu udah lewatin masa2 kritis…tp kalo lu terseok2 abisss lu wakakakkaak,2025-12-20T10:04:16Z,Youtube,Negative
"Bang tolong selidiki latar belakang pelatih baru, adakah skandal d belakangnya",2025-12-20T07:39:18Z,Youtube,Neutral
channel bola favorit ❤,2025-12-20T07:32:56Z,Youtube,Neutral
"Pelatih asal inggris min, mantan pelatih kanada",2025-12-20T11:17:30Z,Youtube,Neutral
"Lagi capek, terus nemu 𝑷𝑼𝑳𝑨𝑼𝑾𝑰𝑵, langsung seger lagi 😌",2025-12-20T10:54:44Z,Youtube,Positive
"Intinya, PSSI sekarang itu mau timnas berjaya di era mereka. Jadi melakukan segala cara untuk merombak itu semua. Baik itu kepengurusan mau pun team dai timnas itu sendiri",2025-12-21T02:52:55Z,Youtube,Neutral
Patrik kluivert PART 2,2025-12-20T08:01:55Z,Youtube,Neutral
"Siapapun pelatih Indonesia nanti mempunyai tugas berat dilalui karena seluruh pecinta sepakbola Indonesia pasti membandingkan dengan cara main & prestasi yang ditorehkan STY, suka tidak suka memang sudah keniscayaan dan masyarakat sudah terlanjur kecewa dengan PSSI..liat aja yg nonton timnas udah semakin berkurang",2025-12-20T11:29:29Z,Youtube,Neutral
"Baru buka YouTube langsung nemu💦ℙ𝕌𝕃𝔸𝕌𝕎𝕀ℕ💦, pas banget vibe-nya.",2025-12-20T10:54:12Z,Youtube,Positive
Yang pasti itu nasib pelatih baru ini gak bakalan lama ngelatih timnas!,2025-12-20T21:30:20Z,Youtube,Negative
Mantap ada herman nya,2025-12-20T07:44:26Z,Youtube,Positive
"Resmi john Hardman JD pelatih Timnas Indonesia senior usia 50 tahun kebangsaan inggris.
 Resmi Giovanni Van Bronckhorst Indonesia Belanda JD pelatih Timnas Indonesia U23 usia 50 tahun berdarah Indonesia kebangsaan Belanda.
 Resmi Jesus casas JD pelatih Timnas Indonesia U20 usia 55 tahun kebangsaan spanyol.
 Resmi Jhoni hetinga JD pelatih Timnas Indonesia u17 usia 41 tahun berdarah Indonesia Belanda kebangsaan Belanda.
 Tetap semangat Garuda Indonesia ✊💪🤲👍💯🤝🖐️🏆❤",2025-12-20T18:23:36Z,Youtube,Neutral
coach dave singleton (timnas basket) versi sepakbola 👍,2025-12-20T21:07:06Z,Youtube,Positive
Muak kali liat orang ini..gmna bisa jd orang batak.ngaku² akun bola padahal isinya hanya mengjudge dan bergosip..gak berkualitas sekali Lae..mending kreatif lah brenti bahas isu² dan gosip..ckup fokus bola.Gak respect lah,2025-12-21T00:00:48Z,Youtube,Negative
"Mau siapapun pelatihnya, sekalipun Ancelotti, berharap boleh tp jangan berekspektasi tinggi,, jangan mimpi kejauhan nikmatin aja prosesnya, Timnas Indonesia Bukan Timnas Level Atas,, Asia Tenggara Aja Masih Angin""an,, Lolos Ke Round 4 Hal Yg Bagus, Tp Jangan Dijadikan Tolak Ukur Terus""an, Ingat Timnas Indonesia Bukan Timnas Argentina/Brazil/Inggris/Portugal/Prancis/Spanyol/Jerman.. Samain Dulu Level Dg Korsel/Australia/Jepang, Baru Bisa Ekspektasi Tinggi",2025-12-20T11:44:14Z,Youtube,Neutral
"yakin sih bakal ada unsur kick n rush nya tipikal sepak bola nasional inggris.
 
 semoga bisa dikembangkan di sepak bola nasional kita.",2025-12-20T11:52:49Z,Youtube,Positive
Jon herman out 😡,2025-12-20T09:13:46Z,Youtube,Negative
Kata alm gusdur pelatih yg bawa indonesia ke piala dunia sipit mata nya....ini sipit atau gak yah...😂😂😂😂,2025-12-20T10:33:34Z,Youtube,Neutral
"Jujur saja, pesimis dan muak bahas bola konoha. Mari kita lihat gambaran besarnya dulu. Dari awal bukan kita tidak bisa lolos pildun secara kemampuan, dan juga tidak meragukan kompetensi EnTe sebagai ketua. 
 TAPI...... 
 balik lagiiii, semua sebenarnya sudah tau ada faktor non teknis tapi kan tidak ada yang bisa membuktikan. Ingat saja., kalo ttep seperti ini tidak berubah dan tidak berintegritas. Sampai kapanpun tidak akan bisa sampe k pildun",2025-12-20T16:43:44Z,Youtube,Negative
"Clear, firm, and on point. Selalu enak dengerin bahasan channel favorit! ❤xx",2025-12-20T07:39:59Z,Youtube,Positive
"Skandal drone Herdman perlu juga menjadi catatan.
 
 Sedangkan untuk Erick Tohir sebenarnya sudah selesai, tidak punya masa depan lagi baik di dunia politik maupun di olah raga karena kepercayaan publik sudah sirna. Menpora ini yang terakhir bagi dia, setelah itu konsentrasi saja di dunia usaha.",2025-12-20T14:17:57Z,Youtube,Neutral
Nasib JONY HARDIMAN INI NANTINYA KURANG LEBIH SAMA DENGAN SI PETRUK KLUIFERT. GAK AKAN ADA PERUBAHAN. INDONESIA ITU BEDA KEBERHASILAN DI NEGARA LAIN BELUM TENTU DI SINI,2025-12-21T06:11:59Z,Youtube,Negative
Hasil kerja blm ditunjukan sudah mau dimanja dengan segala puji-pujian yg dilebih-lebihkan demi menutupi kebodohan ketumnya ah mbuh mau kaya apa hasilnya semoga saja yg terego sedunia segera disadarkan,2025-12-20T09:02:51Z,Youtube,Negative
framing media dan pengamat2 sama saja kayak alex pastor 😂😂 sudah kerja dlu gak usah gimick gimick ... 😂😂 nanti alasan gak ada uang buat bayar pelatih 😂😂😊,2025-12-20T09:09:16Z,Youtube,Negative
"Yg bener yg mana sih, infonya A1 sudah fix, ada opini bahasa calon kuat. Yg mana yg bener😂 mending beni dolo aja dah yg latih timnas lagi",2025-12-20T13:30:09Z,Youtube,Neutral
Pelatih dari mana pun kalau pemainnya lemah y hasilnya prooooooooott😅,2025-12-20T09:39:31Z,Youtube,Neutral
Yakin sya pasti salah kerna milih platih pakai egois gak dgar jga para suporter seluruh indonesia et dan konco2nya gaya2an doang😅😅😅,2025-12-20T10:41:01Z,Youtube,Negative
tim kepelatihan terbritish,2025-12-20T08:24:28Z,Youtube,Positive
Simon McMenemy 2.0 🤣🤣🤣,2025-12-20T08:55:14Z,Youtube,Negative
hahahaha.. sekarang dipuja bagai dewa besok besoknya amburadul timnas muncul lagi cuci otak netizen.. parah,2025-12-20T12:25:53Z,Youtube,Negative
udh terlanjur kecewa bung,2025-12-21T08:50:39Z,Youtube,Negative
"kebanyakan pengalamanya timnas wanita, 0 pengetahuan dan pengalaman tentang sepakbola asia, ah sudahlah",2025-12-20T12:53:54Z,Youtube,Negative
"nama bagus2 John Herdman, sampe sini dipanggil koc jon.. wkwkwkwkwk",2025-12-20T08:30:46Z,Youtube,Negative
Proses sudah habis tinggal prestasi yg di tunggu,2025-12-20T07:50:13Z,Youtube,Negative
Tiap login selalu ada kejutan dari P͟U͟L͟A͟U͟777❤,2025-12-20T09:10:37Z,Youtube,Neutral
Intinya kl pelatihnya dr luar Indonesia KL mo bagus si pelatihnya harus tinggal d Indonesia dan selalu menonton liga Indonesia pasti hasilnya bagus,2025-12-20T11:51:01Z,Youtube,Neutral
"siap siap coach baru kalau mendapat hasil minus bakal diserang si paling a1, ternak tayong dan buzzer nya si tayong",2025-12-20T14:19:51Z,Youtube,Negative
Siapapun pelatihnya kalau si ARYA dan ara exco nya belum dipecat jgn berharap sepakbola bisa melangkah,2025-12-20T07:50:15Z,Youtube,Negative
"Sebetulnya yang meributkan youtuber"" seperti ini...demi viewer bikin narasi ..",2025-12-20T12:40:49Z,Youtube,Neutral
"#JOHNOUT
 dia pernah terlibat skandal curang.
 Makin ancur timnas dilatih si john.
 GVB yg pantas latih timnas !!!",2025-12-20T07:33:09Z,Youtube,Negative
Mending mundur aja et udh eneg dg omon² gx jelas nya,2025-12-20T07:58:25Z,Youtube,Negative
Pecat exco yg tdk tahu tentang bola kek arya itu... Arya kamandanu... Bacot lebih hasilnya zonk... Pinter melobi mungkin iya... Tapi tdk faham bola. .,2025-12-20T08:00:24Z,Youtube,Negative
"GA USAH BANYAK NGOCEH BIKIN GADUH, SUPPORT AJA. TUH TAK BALIKIN OMONGAN MU",2025-12-20T08:22:25Z,Youtube,Positive
"Fans timnas harus beri waktu 2 tahun buat pelatih baru,.. gk perlu komentar negatif ketika kalah, tak perlu menyanjung ketika menang. Silence and let them cook.",2025-12-20T07:50:35Z,Youtube,Positive
Ga ada marketing norak aja,2025-12-20T08:08:08Z,Youtube,Neutral
"Males nonton timnas, bule semua 😊",2025-12-20T08:46:44Z,Youtube,Neutral
"Bagaimana jika KETUM menolak pilihan ""kolektif-kolegial"" EXCO karena ET adalah RAJA dan titah raja haris diamini 100%",2025-12-20T08:09:39Z,Youtube,Neutral
"Biasa terlalu berlebihan dalam menyanjung, ujung2nya mengaup
 Kecuali datangkan Zidan atau Morinho baru heboh",2025-12-20T10:50:41Z,Youtube,Negative
Masih berharap cinta Yong,2025-12-20T17:14:59Z,Youtube,Neutral
"""Lu nurut,Ok lanjut..""
 ""Nggak nurut,ya Out""
 Itulah dinamikanya di Federasi BOBROK saat ini..😂😂",2025-12-20T08:51:25Z,Youtube,Negative
Urusan pelatih aja ribet banget.... terlalu banyak gimmick,2025-12-20T15:29:45Z,Youtube,Negative
9:22 berarti si erick kemarin ngaco kan pelatih lagi bagus onthe track tinggal selangkah lagi diganti pelatih tarkam yang gak punya prestasi,2025-12-21T00:27:52Z,Youtube,Negative
Kurang yakin,2025-12-20T09:12:03Z,Youtube,Negative
"Cocok gak cocok saya tunggu tanggal mainya,,pokoknya yang terbaik",2025-12-20T13:57:08Z,Youtube,Positive
kolom komentar isinya mayoritas judol,2025-12-20T11:31:23Z,Youtube,Neutral
Atur aja dh pak erick thohir,2025-12-20T15:17:43Z,Youtube,Neutral
"Lagi scroll random, eh muncul 𝑷𝑼𝑳𝑨𝑼 𝑾𝑰 𝑵 vibes, auto nonton sampe habis.",2025-12-20T10:54:15Z,Youtube,Positive
Go Chelsea Go Jepang,2025-12-20T07:07:50Z,Youtube,Neutral
Rumor trus sampai dunia kiamat,2025-12-21T04:00:32Z,Youtube,Neutral
"Mulai lagi dari nol 😔 tinggal di tunggu lagi naik tangga , padahl kemarin itu lah kesempatan terbesar",2025-12-20T22:37:36Z,Youtube,Negative
"Tenang tapi tetap lucu, aura ＰＵＬＡＵＷＩＮ kerasa banget.",2025-12-20T10:55:45Z,Youtube,Neutral
mudah2an ga dipecat hari natal aja lah. barangkali kan 2029 keulang,2025-12-20T17:30:38Z,Youtube,Negative
6:44 awas ya si pundit 2 hp klo masih protes masalah formasi,2025-12-20T09:55:29Z,Youtube,Neutral
7:08 nanti pas udah Mach nyatu.. Diganti lagi ama Federasi nyari Pelatih yg punya nama besar 😂🤣,2025-12-20T08:56:26Z,Youtube,Negative
"Se7 Bang, jgn banyak komen miring dulu, biarkan coach belerja penuh. Pacar lama lupakan saja dulu, nikmati pacar baru ini, mudah2an sampai punya anak, cucu turunan yg baik.",2025-12-20T08:12:14Z,Youtube,Positive
Mo. Siapapun bodo amat dah malas nonton timnas😢,2025-12-20T09:54:18Z,Youtube,Negative
Pakai pelatih indra syafri saja,2025-12-20T13:34:30Z,Youtube,Negative
Terserah Federasi Dan Gerombolannya ajalaaahhh udah makin Muntaaaaah ngeliat tingkah polah mereka...kebanyakan Drama Pilpres Awokawokawok 🎉🎉🎉😂😂😂❤❤❤...mau ada pelatih keg...mau gak ada keg...mau John Herdman keg....John Travolta keg .. John Lennon keg....Wong TimNas Garuda cuma milik mereka dowang....idup nyari sesuap nasi aja Udah susaaaahhhh...ngapain juga ditambah susah mikirin mereka... Masaaaaaa Bodooooooooo 😅😅😅,2025-12-20T12:17:15Z,Youtube,Negative
Ky tayong dong kerja 5th 0 gelar di Ulsan ja baru 2 bulan di pecat jgn gimmick ja platih terbaik di dunia,2025-12-20T08:10:38Z,Youtube,Negative
Pesimis ama calon pelatih baru ini..karena belum paham gaya sepak bola Asia,2025-12-20T10:44:39Z,Youtube,Negative
"Barometernya ada di towel dan arya, kalau dia kritik berarti bagus, tapi kalau diem atau malah bela mati2an berarti zonk lagi 😊😅😮",2025-12-20T09:18:16Z,Youtube,Neutral
anu,2025-12-20T11:45:36Z,Youtube,Neutral
"Entar gak cocok lagi pecat maning, alhasil ngutang dan nyicil lagi,dan pada akhirnya para pengurus Federasi pada kabur,dan pengurus lanjutannya tinggal bobrokya..Mrongosss",2025-12-20T11:35:57Z,Youtube,Negative
Pemghamba esteye MODE ON 😅,2025-12-20T11:24:51Z,Youtube,Neutral
"Kira tadi John Arya 😂😂. Jihn towel ... 😂
 Suara kecil bng",2025-12-20T09:43:43Z,Youtube,Neutral
"John Herdman tinggal tunggu pengumuman resmi! 🔥
 Menurut kalian, dia sosok yang tepat buat Timnas Indonesia atau masih ada opsi lebih cocok?
 Tulis pendapat kalian 👇⚽",2025-12-20T07:08:02Z,Youtube,Neutral
Harusnya PSSI mikir jangan asal pecat aja ....dh bagus di latih STY MALAH d ganti pelatih tololllllll..,2025-12-20T13:58:04Z,Youtube,Negative
"Ke Herdman nya optimis, ke PSSI nya yg pesimis. 😂😂😢",2025-12-20T12:16:33Z,Youtube,Negative
Mantap. Kalo formasi pakemnya mirip sty aq yakin sama pelatih ini 🔥🔥🔥🔥,2025-12-20T13:44:37Z,Youtube,Positive
"Masih muda,visi misi juga oke bagus buat timnas jangka panjang biar hasilnya baik.",2025-12-20T13:39:29Z,Youtube,Positive
Semoga timnas semakin kompak,2025-12-20T22:08:25Z,Youtube,Positive
Kalo aku liat sih herdman ini bagus loh buat timnas kedepan nya,2025-12-20T23:14:14Z,Youtube,Positive
"luar biyasa, berani mengambil salah satu pekerjaan paling berbahaya didunia",2025-12-20T10:33:13Z,Youtube,Positive
"Halah paling cepat cuma gitu2 aja. Indonesia tetaplah Indonesia, susah tembus piala dunia",2025-12-20T23:43:32Z,Youtube,Negative
"Lebih baik dari pada pelatih Belanda yg minim pengalaman
 
 Jangan sampai kita kena
 BELANDA SCAM",2025-12-20T10:44:02Z,Youtube,Positive
"Tinggalin jejak dulu bro.. 
 Beliau ini (@si channel penyedia layanan iklan judol via kolom komentar) kerap kali menyefong...
 Dulu sty di sefong, menang vs Jerman yang padahal Jerman emang lagi batuk. Pas sty salah di goreng.. 
 _
 Kemudian datang tiga pelatih dari Belanda, di sefong sampai di puja puja.. 
 Begitu kalah di goreng.. 
 _
 Nah ini akan ada pelatih baru, di sefong lagi, di elus-elus, di samakan seperti STY.. 
 Ntar kalo gagal pasti di goreng lagi.. 
 __
 Persetdan dengan sepakbola, yang penting cuan....
 Kelas menengah ke bawah, hingga di taburin umpan, siap dah di paneennn
 Cuan..",2025-12-20T11:44:32Z,Youtube,Negative
PSSI akan memecat pelatih yang bisa mengangkat tim ke lebih baik,2025-12-20T12:55:47Z,Youtube,Negative
"Sebenarnya biarin aja john herdman ini bekerja dan melatih timnas Indonesia, kita bisa liat skema dan permainan, siapa tau bisa memenuhi ekspektasi fans timnas, waktu awal awal sty datang kesini gak tau klo dia sebagus itu, yg ditakutkan adalah nanti klo timnas jadi bagus dan menang terus, takutnya pengamat abal abal, exco, dan mafia sepakbola mulai reseh, untuk menggoyang herdman sebagai head coach, dan mulai ketum erick gampang dipengaruhi, ujung ujungnya dipecat kayak sty, semoga pak erick gak gampang dipengaruhi hal hal tersebut...",2025-12-20T22:34:17Z,Youtube,Positive
"Es teh ye lag es teh ye lagi, udah ga laku min",2025-12-20T16:42:32Z,Youtube,Negative
Seperti biasa rekrut pelatih saat natal bosku 😂😂😂😂😂,2025-12-20T14:34:09Z,Youtube,Negative
Saya setuju dengan pelatih ini gaya mainnya mirip Jurgen kloop presing tinggi saat kehilangan bola dan striker di tuntut bantu presing ketika lawan menguasai bola welcom john hedman dear mr. Jhon,2025-12-20T09:51:50Z,Youtube,Positive
"Selama itu bukan orangnya ET, pasti akan diganggu terus. 
 Lihat aj pasti nanti di kasih target ga masuk akal, sampai tunggu moment bagus terus dia pecat. Lanjut lagi bermain 'solo' asal tunjuk pelatih berharap outcomenya lebih bagus. 
 UDAH KEBACA BANGET!",2025-12-20T09:34:57Z,Youtube,Negative
"Cuan gak ada abisnya, cuma di P͟͟U͟͟L͟͟A͟͟ U͟͟W͟͟I͟͟N͟͟?",2025-12-20T10:54:53Z,Youtube,Negative
Udh ngak peduli selama towel di berikan panggung timnas ngak akan maju,2025-12-21T06:15:51Z,Youtube,Negative
"Capek......
 Udah capek ngikutin timnas.
 Tiap mau maju dan berhasil adaaa aja gangguan nya.....
 
 Selagi pssi n exco msh diisi oleh orang² lama dan politikus maka sepakbola indonesia ya gtu² aja.",2025-12-20T11:39:07Z,Youtube,Negative
ＰＵＬＡＵＷＩＮ moment detected 😎,2025-12-20T10:56:10Z,Youtube,Neutral
Jon Herman . Semoga bgus,2025-12-20T07:57:12Z,Youtube,Positive
"Dari segi gameplan sama, cuma beda Skin aja😅",2025-12-20T09:17:09Z,Youtube,Neutral
"Pengalihan isu gak sih,😂
 Dimirip miripin sty, ya jelas bedalah org sty org korsel kocak🤣",2025-12-20T08:09:57Z,Youtube,Negative
"Yang paling cocok menjadi pelatih indonesia yaitu SUPERMAN,BATMAN,ROBIN HOOD cuma mereka yg sanggup menghadapi pundit2 sok pintar Samo mafia PSSI....",2025-12-20T11:31:37Z,Youtube,Negative
Kalau punya trackrecord gw setuju2 aja kalau yg kmrin udh dapat review buruk tetap aja dipilih. Curacao kagak bohong lu aja ngeyel ya pssi kimak,2025-12-20T17:42:37Z,Youtube,Negative
"Ngga usah terlalu bombastis bikin narasi min.. Dilihat aja nanti jika sudah bekerja, baru bisa dilihat bagaimana caranya melatih timnas",2025-12-20T11:39:14Z,Youtube,Neutral
"Estetik banget sih, beneran P U L A U W I N vibes.",2025-12-20T10:55:37Z,Youtube,Neutral
Lama tak nongol min.,2025-12-20T15:22:44Z,Youtube,Neutral
P U L A U W I N vibes-nya tuh dapet dari detik pertama.,2025-12-20T10:55:49Z,Youtube,Positive
"Saya ga terlalu peduli kalah menang nya,, yang penting maen bagus,, skema jelas,, enak ditonton,, dan yg terpenting ga banyak salah passing ,, maennbagus itu bukan dilihat cuma soal menyerang aja tapi bertahan juga.. Masa udah diisi byk pemain naturalisasi masih aja kebingungan mau passing kmana.. sama aja kek dulu yg timnas nya cuman diisi lokal",2025-12-20T09:04:31Z,Youtube,Negative
Sebutan buat pelatih:pak herman😊,2025-12-20T12:13:28Z,Youtube,Positive
ＰＵＬＡＵＷＩＮ itu udah kayak genre konten sendiri 😆,2025-12-20T10:56:15Z,Youtube,Positive
Ngak perlu juara dulu yang penting permainan bisa setara dengan timnas papan atas asia,2025-12-20T12:35:26Z,Youtube,Positive
Still sty in heart for Football,2025-12-20T08:26:22Z,Youtube,Neutral
Siapa pun Semoga kontrak jangka panjang 4 tahun untuk memuluskan pialan dunia 2030,2025-12-20T12:12:37Z,Youtube,Positive
Kirain Jurgen Klopp atau Joachim Loew 😂😂,2025-12-20T10:11:31Z,Youtube,Neutral
FOYA-FOYA juga seru banget gara-gara PuIauwin,2025-12-20T10:54:51Z,Youtube,Positive
Gonta ganti yg bingung pemainya kalah aja 2 kali pecat lagi,2025-12-20T08:01:18Z,Youtube,Negative
Shin Tae Young,2025-12-20T08:13:44Z,Youtube,Neutral
